# specimen,CoC2,record_name,P2-02,instrument_id,Co-C(260914B),raw_file,XRR 1_Co-C(260914B).xrdml,role,"Co/C, baseline round 1",points,5302
two_theta_deg,intensity_counts
0.89050,19701.0
0.89350,18928.0
0.89650,17431.0
0.89950,16429.0
0.90250,15611.0
0.90550,14587.0
0.90850,13609.0
0.91150,12594.0
0.91450,11559.0
0.91750,11040.0
0.92050,10198.0
0.92350,9685.0
0.92650,9287.0
0.92950,8795.0
0.93250,8477.0
0.93550,8092.0
0.93850,7924.0
0.94150,7762.0
0.94450,7891.0
0.94750,7926.0
0.95050,8288.0
0.95350,8493.0
0.95650,8772.0
0.95950,9040.0
0.96250,9235.0
0.96550,9797.0
0.96850,10283.0
0.97150,10620.0
0.97450,10737.0
0.97750,11129.0
0.98050,11473.0
0.98350,11635.0
0.98650,11995.0
0.98950,12061.0
0.99250,12164.0
0.99550,12235.0
0.99850,12149.0
1.00150,12192.0
1.00450,12076.0
1.00750,11846.0
1.01050,11707.0
1.01350,11088.0
1.01650,10808.0
1.01950,10538.0
1.02250,10121.0
1.02550,9701.0
1.02850,9036.0
1.03150,8700.0
1.03450,7993.0
1.03750,7443.0
1.04050,6980.0
1.04350,6344.0
1.04650,5855.0
1.04950,5462.0
1.05250,5031.0
1.05550,4753.0
1.05850,4308.0
1.06150,4191.0
1.06450,3840.0
1.06750,3515.0
1.07050,3423.0
1.07350,3268.0
1.07650,3256.0
1.07950,3155.0
1.08250,3206.0
1.08550,3295.0
1.08850,3368.0
1.09150,3469.0
1.09450,3799.0
1.09750,3869.0
1.10050,4205.0
1.10350,4463.0
1.10650,4811.0
1.10950,4989.0
1.11250,5215.0
1.11550,5468.0
1.11850,5492.0
1.12150,5824.0
1.12450,6124.0
1.12750,6227.0
1.13050,6349.0
1.13350,6490.0
1.13650,6567.0
1.13950,6668.0
1.14250,6482.0
1.14550,6555.0
1.14850,6451.0
1.15150,6243.0
1.15450,6152.0
1.15750,5985.0
1.16050,5641.0
1.16350,5576.0
1.16650,5122.0
1.16950,4980.0
1.17250,4648.0
1.17550,4490.0
1.17850,4021.0
1.18150,3900.0
1.18450,3399.0
1.18750,3064.0
1.19050,3077.0
1.19350,2667.0
1.19650,2385.0
1.19950,2127.0
1.20250,1929.0
1.20550,1831.0
1.20850,1568.0
1.21150,1525.0
1.21450,1491.0
1.21750,1355.0
1.22050,1454.0
1.22350,1324.0
1.22650,1402.0
1.22950,1472.0
1.23250,1602.0
1.23550,1651.0
1.23850,1841.0
1.24150,1961.0
1.24450,2112.0
1.24750,2284.0
1.25050,2416.0
1.25350,2613.0
1.25650,2730.0
1.25950,3026.0
1.26250,2968.0
1.26550,3227.0
1.26850,3364.0
1.27150,3516.0
1.27450,3647.0
1.27750,3729.0
1.28050,3651.0
1.28350,3761.0
1.28650,3809.0
1.28950,3749.0
1.29250,3676.0
1.29550,3666.0
1.29850,3605.0
1.30150,3374.0
